,structure,bandgap,A_r_atom,B_r_atom,X_r_atom,A_r_ion,B_r_ion,X_r_ion,A_ie,B_ie,X_ie,A_ea,B_ea,X_ea,A_x,B_x,X_x,A_N,B_N,X_N,A_M,B_M,X_M,HOMO,LUMO,gap_AO,bond_mean,bond_var,bond_cv,delta_X_bx_bond_mean,delta_X_bx_bond_var,ratio_X_bx_bond_mean,ratio_X_bx_bond_var,delta_ea_bx_bond_mean,delta_ea_bx_bond_var,ratio_ea_bx_bond_mean,ratio_ea_bx_bond_var,delta_X_bx_bond_cv,ratio_X_bx_bond_cv,delta_ea_bx_bond_cv,ratio_ea_bx_bond_cv,(B_x - X_x),(B_x / X_x),(B_x - X_x)/(B_r_ion + X_r_ion),(B_x / X_x)/(B_r_ion + X_r_ion),(B_x/B_r_ion),(X_x/X_r_ion),(B_x/B_r_ion)+(X_x/X_r_ion),(B_x/B_r_ion)-(X_x/X_r_ion),(B_x/B_r_ion)*(X_x/X_r_ion),(B_x/B_r_ion)/(X_x/X_r_ion),(B_ea - X_ea),(B_ea / X_ea),(B_ea - X_ea)/(B_r_ion + X_r_ion),(B_ea / X_ea)/(B_r_ion + X_r_ion),(B_ea/B_r_ion),(X_ea/X_r_ion),(B_ea/B_r_ion)+(X_ea/X_r_ion),(B_ea/B_r_ion)-(X_ea/X_r_ion),(B_ea/B_r_ion)*(X_ea/X_r_ion),(B_ea/B_r_ion)/(X_ea/X_r_ion),(B_r_ion + X_r_ion),(B_r_ion / X_r_ion),(A_r_ion + X_r_ion)/(1.414*(B_r_ion + X_r_ion)),log(bond_var),log(bond_cv),log(delta_X_bx_bond_var),log(delta_ea_bx_bond_var),log(ratio_X_bx_bond_var),log(ratio_ea_bx_bond_var),log(delta_X_bx_bond_cv),log(ratio_X_bx_bond_cv),log(delta_ea_bx_bond_cv),log(ratio_ea_bx_bond_cv)
159,Rb_Ge_F_F_Cl_POSCAR,0.5069,2.35,1.25,0.666666667,1.66,0.77,0.73,4.1771281,7.899435,15.93775767,0.48591621,1.232676413,3.471701643,0.82,2.01,3.706666667,37,32,11.66666667,85.4678,72.64,24.4832688,-0.32038,-0.149882,0.170498,2.27750266,0.012592864,0.005529242,0.754820107,0.039980572,0.240197598,0.000218313,0.983327623,0.0000203,0.156603301,0.000136912,0.052967021,0.000908889,0.0000207,0.00087426,-1.696666667,0.542266187,-1.131111111,0.361510791,2.61038961,5.077625571,7.688015182,-2.467235961,13.25458104,0.514096515,-2.23902523,0.355064041,-1.492683487,0.23670936,1.600878458,4.755755675,6.356634134,-3.154877217,7.613386814,0.336619155,1.5,1.054794521,1.126826968,-4.374624975,-5.197704543,-3.219361643,-10.80488967,-8.429580745,-8.896172174,-2.938085804,-7.003287583,-10.78537686,-7.042132744
160,Cs_Ge_F_F_Cl_POSCAR,0.4303,2.6,1.25,0.666666667,1.81,0.77,0.73,3.893905727,7.899435,15.93775767,0.47163025,1.232676413,3.471701643,0.79,2.01,3.706666667,55,32,11.66666667,132.9054519,72.64,24.4832688,-0.32038,-0.149882,0.170498,2.300914853,0.008374022,0.003639432,0.745032797,0.036950083,0.237801393,0.00028615,0.972922497,0.0000204,0.154845577,0.000104422,0.049595244,0.001203317,0.000021,0.00067436,-1.696666667,0.542266187,-1.131111111,0.361510791,2.61038961,5.077625571,7.688015182,-2.467235961,13.25458104,0.514096515,-2.23902523,0.355064041,-1.492683487,0.23670936,1.600878458,4.755755675,6.356634134,-3.154877217,7.613386814,0.336619155,1.5,1.054794521,1.197548326,-4.782620984,-5.615927653,-3.298187385,-10.79997566,-8.158994409,-9.167070177,-3.003860337,-6.722673369,-10.77098812,-7.301746465
161,Rb_Zn_Br_Br_F_POSCAR,1.2626,2.35,1.35,0.933333333,1.66,0.88,0.823333333,4.1771281,9.394197,13.68348,0.48591621,-0.62,3.376122141,0.82,1.65,3.3,37,30,26.33333333,85.4678,65.409,59.6021344,-0.295334,-0.222725,0.072609,2.377342318,0.029769108,0.012522011,0.713486682,0.071706293,0.213464504,0.000183053,1.690878382,0.018827783,0.077649366,0.0000304,0.100501236,0.000857532,0.011134912,0.00039161,-1.65,0.5,-0.968688846,0.293542074,1.875,4.008097168,5.883097168,-2.133097168,7.515182189,0.46780303,-3.996122141,-0.183642645,-2.346059966,-0.107813686,-0.704545455,4.100553209,3.396007755,-4.805098664,-2.889026125,-0.171817172,1.703333333,1.068825911,1.031064806,-3.514284067,-4.380267303,-2.635176767,-3.972421681,-8.60573483,-10.40106795,-2.297585253,-7.061452062,-4.497669881,-7.845244111
162,K_Sr_F_F_F_POSCAR,5.7013,2.2,2,0.5,1.52,1.32,0.705,4.34066373,5.69486745,17.42282,0.50145913,0.052066,3.401189824,0.82,0.95,3.98,19,38,9,39.0983,87.62,18.9984032,-0.415606,-0.131793,0.283813,2.249985604,5.43E-17,2.41E-17,1.346675283,1.95E-17,0.106086664,1.21E-19,1.488509001,2.38E-17,0.006803676,4.97E-22,1.44E-17,1.14E-18,1.6E-17,7.3E-20,-3.03,0.238693467,-1.496296296,0.117873317,0.71969697,5.645390071,6.365087041,-4.925693101,4.062970127,0.127484011,-3.349123824,0.015308172,-1.653888308,0.007559591,0.039443939,4.824382729,4.863826668,-4.78493879,0.19029266,0.008175956,2.025,1.872340426,0.777061833,-37.45200745,-38.26431983,-38.47611721,-38.27684609,-43.55849641,-49.05345221,-38.77930347,-41.31550341,-38.67394295,-44.06382751
163,K_Ge_F_Cl_Br_POSCAR,0.0084,2.2,1.25,0.883333333,1.52,0.77,0.789166667,4.34066373,7.899435,14.06808767,0.50145913,1.232676413,3.459167801,0.82,2.01,3.366666667,19,32,20.33333333,39.0983,72.64,44.7851344,-0.295334,-0.149882,0.145452,2.404879627,0.033755032,0.014036059,0.582421329,0.057322409,0.251369006,0.000147984,0.930644049,0.005659781,0.14932614,0.000193331,0.098420862,0.000588711,0.006081575,0.001294689,-1.356666667,0.597029703,-0.870122929,0.382915897,2.61038961,4.266103483,6.876493094,-1.655713873,11.13619221,0.611890832,-2.226491388,0.356350569,-1.42800089,0.228551941,1.600878458,4.383317169,5.984195628,-2.782438711,7.017158033,0.365220767,1.559166667,0.975712777,1.047401831,-3.388625776,-4.266125618,-2.85906365,-5.17437008,-8.818406398,-8.551106812,-2.318502485,-7.437575157,-5.10249157,-6.649484767
164,Cs_Mg_Cl_Cl_Br_POSCAR,3.3062,2.6,1.5,1.05,1.81,0.86,0.814166667,3.893905727,7.646236,12.58302533,0.47163025,-0.42,3.52967962,0.79,1.31,3.093333333,55,12,23,132.9054519,24.305,50.27,-0.295334,-0.175427,0.119907,2.620376034,0.005343708,0.00203929,0.682068763,0.002909901,0.161753913,0.000000267,1.509673284,0.007268124,0.045453737,0.000000076,0.004266287,0.00000165,0.004814369,0.00000167,-1.783333333,0.423491379,-1.06520657,0.252956523,1.523255814,3.799385873,5.322641687,-2.276130059,5.787436621,0.400921587,-3.94967962,-0.118990969,-2.35919141,-0.071074745,-0.488372093,4.335328088,3.846955995,-4.823700181,-2.117253252,-0.112649397,1.674166667,1.05629478,1.108519442,-5.231835485,-6.195153571,-5.839636219,-4.924257068,-15.13601718,-16.3925325,-5.457011385,-13.31473527,-5.336150291,-13.30268693
165,Rb_Sr_F_Cl_Br_POSCAR,5.0973,2.35,2,0.883333333,1.66,1.32,0.789166667,4.1771281,5.69486745,14.06808767,0.48591621,0.052066,3.459167801,0.82,0.95,3.366666667,37,38,20.33333333,85.4678,87.62,44.7851344,-0.295334,-0.131793,0.163541,2.525509337,0.035068908,0.013885875,0.976101825,0.067071316,0.113123436,0.0000327,1.356120684,0.010491222,0.006003439,0.000000294,0.068713442,0.000288637,0.007736201,0.000049,-2.416666667,0.282178218,-1.145792177,0.133786591,0.71969697,4.266103483,4.985800453,-3.546406514,3.070301749,0.168701245,-3.407101801,0.015051597,-1.615378175,0.007136277,0.039443939,4.383317169,4.422761109,-4.34387323,0.172895297,0.008998651,2.109166667,1.672650474,0.82121719,-3.350440353,-4.276883143,-2.701998808,-4.557216371,-10.32813548,-15.03968607,-2.677810437,-8.150340715,-4.861844539,-9.92369026
166,Rb_Sn_Br_Br_Cl_POSCAR,0.5965,2.35,1.45,1.1,1.66,0.83,0.848333333,4.1771281,7.343918,12.19841767,0.48591621,1.1120702,3.44663396,0.82,1.96,3.026666667,37,50,29,85.4678,118.71,65.087,-0.295334,-0.14445,0.150884,2.88611987,0.005592235,0.001937631,0.370700759,0.001854254,0.224562499,0.00000109,0.810521919,0.003949541,0.111900207,0.000000706,0.005002025,0.00000487,0.004872837,0.00000631,-1.066666667,0.647577092,-0.635551142,0.385845338,2.361445783,3.567779963,5.929225746,-1.206334179,8.425118948,0.661881004,-2.33456376,0.32265399,-1.391001248,0.192246667,1.339843614,4.062829817,5.402673431,-2.722986202,5.443556587,0.329780885,1.678333333,0.978388998,1.056957732,-5.186376251,-6.246289186,-6.29027282,-5.534155909,-13.72933286,-14.1636506,-5.297912449,-12.23241662,-5.324078965,-11.97337488
167,Cs_Sr_F_F_I_POSCAR,4.7605,2.6,2,0.8,1.81,1.32,0.894444444,3.893905727,5.69486745,15.09896667,0.47163025,0.052066,3.287144009,0.79,0.95,3.54,55,38,23.66666667,132.9054519,87.62,54.96709213,-0.267904,-0.131793,0.136111,2.703966964,0.099925657,0.036955206,0.995264694,0.102415366,0.101934173,0.0000651,1.218238393,0.034833963,0.005914875,0.000000132,0.102902642,0.000638367,0.028593716,0.0000223,-2.59,0.268361582,-1.169593578,0.121186866,0.71969697,3.957763977,4.677460947,-3.238067007,2.848390741,0.181844338,-3.235078009,0.015839282,-1.460898248,0.007152711,0.039443939,3.675067838,3.714511777,-3.635623899,0.144959153,0.010732847,2.214444444,1.475776398,0.863701882,-2.303328799,-3.298048748,-2.278718519,-3.35716242,-9.639586009,-15.84046391,-2.273971961,-7.356597205,-3.554568306,-10.71092388
168,K_Ba_Cl_Cl_I_POSCAR,3.6741,2.2,2.15,1.133333333,1.52,1.49,0.944444444,4.34066373,5.2116646,12.128842,0.50145913,0.144626,3.428167647,0.82,0.89,2.993333333,19,56,29,39.0983,137.327,65.93682333,-0.267904,-0.118967,0.148937,3.006785321,0.021216208,0.00705611,0.704799815,0.01183868,0.099375763,0.0000114,1.098602486,0.018329645,0.014096047,0.000000192,0.016797223,0.000114321,0.016684511,0.0000136,-2.103333333,0.297327394,-0.863989046,0.122133571,0.597315436,3.169411766,3.766727202,-2.57209633,1.893138572,0.188462554,-3.283541647,0.042187552,-1.348784794,0.017329437,0.09706443,3.629824569,3.726888999,-3.53276014,0.352326851,0.026740805,2.434444444,1.57764706,0.715928671,-3.852989861,-4.953861371,-4.436383142,-3.999235584,-11.3818972,-15.46577046,-4.086541704,-9.076500277,-4.093274475,-11.20544077
169,Cs_Ge_Br_Br_F_POSCAR,0.0149,2.6,1.25,0.933333333,1.81,0.77,0.823333333,3.893905727,7.899435,13.68348,0.47163025,1.232676413,3.376122141,0.79,2.01,3.3,55,32,26.33333333,132.9054519,72.64,59.6021344,-0.295334,-0.149882,0.145452,2.471943813,0.029578636,0.01196574,0.538833379,0.059540657,0.250081966,0.000275734,0.872073917,0.005091577,0.148407101,0.000100942,0.110499199,0.001102574,0.005838469,0.000680171,-1.29,0.609090909,-0.809623431,0.382274629,2.61038961,4.008097168,6.618486778,-1.397707557,10.4626952,0.651279024,-2.143445728,0.36511606,-1.345258825,0.229152339,1.600878458,4.100553209,5.701431668,-2.499674751,6.564487301,0.390405484,1.593333333,0.935222672,1.168825789,-3.520702935,-4.425707712,-2.821095889,-5.280167673,-8.196073925,-9.200964463,-2.202747007,-6.810107833,-5.143286674,-7.293166321
170,K_Sr_F_Cl_Br_POSCAR,4.8032,2.2,2,0.883333333,1.52,1.32,0.789166667,4.34066373,5.69486745,14.06808767,0.50145913,0.052066,3.459167801,0.82,0.95,3.366666667,19,38,20.33333333,39.0983,87.62,44.7851344,-0.295334,-0.131793,0.163541,2.516237729,0.037029093,0.014716055,0.980507503,0.068998784,0.113547106,0.0000298,1.361629805,0.011288646,0.006027786,0.000000311,0.070370481,0.000262426,0.008290539,0.0000516,-2.416666667,0.282178218,-1.145792177,0.133786591,0.71969697,4.266103483,4.985800453,-3.546406514,3.070301749,0.168701245,-3.407101801,0.015051597,-1.615378175,0.007136277,0.039443939,4.383317169,4.422761109,-4.34387323,0.172895297,0.008998651,2.109166667,1.672650474,0.774274526,-3.296051378,-4.218816204,-2.673666398,-4.483957837,-10.42100216,-14.98347292,-2.653981408,-8.24554142,-4.792640294,-9.871988885
171,Rb_Zn_Br_Br_Br_POSCAR,0.141,2.35,1.35,1.15,1.66,0.88,0.8825,4.1771281,9.394197,11.81381,0.48591621,-0.62,3.3635883,0.82,1.65,2.96,37,30,35,85.4678,65.409,79.904,-0.295334,-0.222725,0.072609,2.654920327,1.84E-17,6.92E-18,0.49342347,6.35E-19,0.209962019,1.15E-19,1.500454933,5.87E-18,0.069428433,1.26E-20,1.29E-18,5.48E-19,3.91E-18,1.81E-19,-1.31,0.557432432,-0.743262411,0.316273721,1.875,3.354107649,5.229107649,-1.479107649,6.288951841,0.559016047,-3.9835883,-0.184326958,-2.260191943,-0.104582671,-0.704545455,3.811431501,3.106886047,-4.515976956,-2.68532674,-0.184850614,1.7625,0.997167139,1.020193205,-38.53418101,-39.5121159,-41.90066195,-39.67667704,-43.60935482,-45.82059014,-41.19188946,-42.04801167,-40.0829943,-43.15578992
172,Rb_Pb_Cl_Cl_Br_POSCAR,1.6216,2.35,1.8,1.05,1.66,1.1225,0.814166667,4.1771281,7.4166799,12.58302533,0.48591621,0.3567212,3.52967962,0.82,2.33,3.093333333,37,82,23,85.4678,207.2,50.27,-0.295334,-0.141831,0.153503,2.837220988,0.003150313,0.001110352,0.269795044,0.001446678,0.26567592,0.00000888,1.119572887,0.00392698,0.035651022,0.000000253,0.005362136,0.0000334,0.00350757,0.00000709,-0.763333333,0.753232759,-0.39414802,0.388932578,2.075723831,3.799385873,5.875109704,-1.723662042,7.886475799,0.546331407,-3.17295842,0.101063337,-1.63836063,0.052184167,0.317791715,4.335328088,4.653119803,-4.017536373,1.377731348,0.073302806,1.936666667,1.378710337,0.903492734,-5.760253466,-6.803078197,-6.538485385,-5.539884596,-11.631709,-15.18987635,-5.228392876,-10.30695466,-5.652831789,-11.85682522
173,Rb_Ba_Cl_Cl_Br_POSCAR,4.1458,2.35,2.15,1.05,1.66,1.49,0.814166667,4.1771281,5.2116646,12.58302533,0.48591621,0.144626,3.52967962,0.82,0.89,3.093333333,37,56,23,85.4678,137.327,50.27,-0.295334,-0.118967,0.176367,2.957078748,0.003678293,0.001243894,0.74605863,0.002163187,0.097368717,0.00000104,1.146007043,0.003883394,0.013868251,3.44E-08,0.002899487,0.0000107,0.00338863,0.00000248,-2.203333333,0.287715517,-0.956238698,0.124867494,0.597315436,3.799385873,4.396701309,-3.202070437,2.26943183,0.15721368,-3.38505362,0.040974257,-1.469101028,0.017782679,0.09706443,4.335328088,4.432392518,-4.238263659,0.420806148,0.022389177,2.304166667,1.830092118,0.759391362,-5.605306493,-6.689508497,-6.136172682,-5.551045765,-13.77628984,-17.18520927,-5.843221454,-11.44526682,-5.687329569,-12.907252
174,Cs_Ca_F_F_Cl_POSCAR,6.1919,2.6,1.8,0.666666667,1.81,1.14,0.73,3.893905727,6.11315547,15.93775767,0.47163025,0.024551,3.471701643,0.79,1,3.706666667,55,20,11.66666667,132.9054519,40.078,24.4832688,-0.32038,-0.141411,0.178969,2.318301676,0.013049288,0.005628814,1.17822512,0.047187602,0.117398226,0.0000521,1.488373239,0.000858742,0.00306415,5.24E-08,0.040049733,0.000444192,0.000576967,0.0000171,-2.706666667,0.269784173,-1.44741533,0.144269611,0.877192982,5.077625571,5.954818554,-4.200432589,4.454057519,0.172756532,-3.447150643,0.007071748,-1.843396066,0.003781684,0.021535965,4.755755675,4.77729164,-4.73421971,0.102419787,0.0045284,1.87,1.561643836,0.960600262,-4.339021706,-5.179856516,-3.05362409,-7.06004203,-9.862345609,-16.76435925,-3.217633272,-7.719253657,-7.457725485,-10.97643209
175,Cs_Mg_I_I_F_POSCAR,2.6819,2.6,1.5,1.1,1.81,0.86,1.083888889,3.893905727,7.646236,12.77511333,0.47163025,-0.42,3.173098195,0.79,1.31,3.1,55,12,38.33333333,132.9054519,24.305,90.93578107,-0.267904,-0.175427,0.092477,2.506019991,0.066757221,0.026638742,0.750498675,0.123405789,0.173364399,0.000192135,1.457657236,0.053603637,0.05327185,0.00000975,0.164431722,0.001108272,0.036773828,0.000182964,-1.79,0.422580645,-0.920834524,0.2173893,1.523255814,2.860071758,4.383327572,-1.336815944,4.356620933,0.532593565,-3.593098195,-0.132362749,-1.848407188,-0.068091726,-0.488372093,2.92751243,2.439140337,-3.415884523,-1.429715373,-0.166821527,1.943888889,0.793439262,1.052836676,-2.706692808,-3.625388657,-2.092277256,-2.926138359,-8.557312308,-11.53824327,-1.805259859,-6.804953233,-3.302968882,-8.606221146
176,K_Zn_F_F_I_POSCAR,1.8467,2.2,1.35,0.8,1.52,0.88,0.894444444,4.34066373,9.394197,15.09896667,0.50145913,-0.62,3.287144009,0.82,1.65,3.54,19,30,23.66666667,39.0983,65.409,54.96709213,-0.267904,-0.222725,0.045179,2.276684167,0.016053193,0.007051129,0.847314117,0.095071551,0.210562587,0.000882696,1.725089185,0.025769583,0.083074378,0.000000149,0.112203431,0.004192085,0.014938116,0.0000018,-1.89,0.466101695,-1.065122104,0.262674719,1.875,3.957763977,5.832763977,-2.082763977,7.420807457,0.473752354,-3.907144009,-0.18861358,-2.201897063,-0.106294441,-0.704545455,3.675067838,2.970522383,-4.379613293,-2.58925234,-0.19170951,1.774444444,0.983850932,0.962288733,-4.131847508,-4.954567533,-2.353125502,-3.658560436,-7.032529697,-15.71931953,-2.187441707,-5.474557055,-4.203839212,-13.22772389
177,Cs_Sn_Cl_Cl_I_POSCAR,0.2597,2.6,1.45,1.133333333,1.81,0.83,0.944444444,3.893905727,7.343918,12.128842,0.47163025,1.1120702,3.428167647,0.79,1.96,2.993333333,55,50,29,132.9054519,118.71,65.93682333,-0.267904,-0.14445,0.123454,2.862311316,0.01456674,0.005089153,0.365015531,0.009007596,0.229884782,0.0000852,0.814309924,0.014856814,0.113851648,0.000018,0.024677294,0.000370815,0.018244668,0.000158528,-1.033333333,0.654788419,-0.582341891,0.36901038,2.361445783,3.169411766,5.530857549,-0.807965983,7.484394049,0.745073836,-2.316097447,0.324392012,-1.305252162,0.182813282,1.339843614,3.629824569,4.969668184,-2.289980955,4.863397271,0.369120763,1.774444444,0.87882353,1.097797408,-4.229014431,-5.280643867,-4.709687058,-4.209296664,-9.370509124,-10.9251388,-3.701871729,-7.899807272,-4.003882406,-8.749579324
178,Cs_Sn_I_I_F_POSCAR,0,2.6,1.45,1.1,1.81,0.83,1.083888889,3.893905727,7.343918,12.77511333,0.47163025,1.1120702,3.173098195,0.79,1.96,3.1,55,50,38.33333333,132.9054519,118.71,90.93578107,-0.267904,-0.14445,0.123454,2.509836804,0.042204477,0.016815626,0.479160516,0.09289537,0.258979277,0.000687459,0.83268482,0.0197554,0.140388612,0.0000241,0.193871087,0.002654496,0.023724943,0.000171492,-1.14,0.632258065,-0.595645864,0.330352545,2.361445783,2.860071758,5.221517541,-0.498625975,6.753904392,0.825659628,-2.061027995,0.350468259,-1.076879649,0.183118394,1.339843614,2.92751243,4.267356044,-1.587668815,3.922408835,0.457673075,1.913888889,0.765761148,1.069339777,-3.165228974,-4.085446706,-2.376281473,-3.924328407,-7.282508367,-10.63329872,-1.640561841,-5.931500473,-3.741228337,-8.67097394
179,K_Ge_F_F_F_POSCAR,1.5416,2.2,1.25,0.5,1.52,0.77,0.705,4.34066373,7.899435,17.42282,0.50145913,1.232676413,3.401189824,0.82,2.01,3.98,19,32,9,39.0983,72.64,18.9984032,-0.415606,-0.149882,0.265724,2.159694555,2.01E-17,9.31E-18,0.912166026,3.59E-18,0.233840996,2.36E-19,1.004083381,4.35E-18,0.167813108,1.21E-19,3.93E-18,1.01E-18,4.33E-18,7.23E-19,-1.97,0.505025126,-1.33559322,0.342389916,2.61038961,5.645390071,8.255779681,-3.035000461,14.73666759,0.462393135,-2.168513411,0.362425056,-1.470178584,0.245711902,1.600878458,4.824382729,6.425261188,-3.223504271,7.723250386,0.331830733,1.475,1.092198582,1.066813703,-38.44581186,-39.21544258,-40.16837947,-39.97635583,-42.89045515,-43.55849641,-40.07789225,-41.43658134,-39.98096413,-41.77087773
180,K_Pb_F_Br_I_POSCAR,0.0569,2.2,1.8,1.016666667,1.52,1.1225,0.953611111,4.34066373,7.4166799,13.22929667,0.50145913,0.3567212,3.274610168,0.82,2.33,3.2,19,82,32.33333333,39.0983,207.2,75.26895773,-0.267904,-0.141831,0.126073,2.593544525,0.050131869,0.019329481,0.358072225,0.068703013,0.287016375,0.000537045,1.137827366,0.022983425,0.042299397,0.00000743,0.191869148,0.001871131,0.020199396,0.000175669,-0.87,0.728125,-0.419052716,0.350715815,2.075723831,3.355665599,5.43138943,-1.279941768,6.965435052,0.618572909,-2.917888968,0.108935471,-1.405458962,0.052470925,0.317791715,3.433905216,3.751696931,-3.116113501,1.091266627,0.092545279,2.076111111,1.177104573,0.842619336,-2.993098365,-3.946123836,-2.677962223,-3.772981975,-7.529428668,-11.8099847,-1.65094166,-6.281212218,-3.902102576,-8.646909015
181,Rb_Ca_F_Cl_Br_POSCAR,5.4207,2.35,1.8,0.883333333,1.66,1.14,0.789166667,4.1771281,6.11315547,14.06808767,0.48591621,0.024551,3.459167801,0.82,1,3.366666667,37,20,20.33333333,85.4678,40.078,44.7851344,-0.295334,-0.141411,0.153923,2.454727863,0.040566942,0.016526045,0.986689525,0.075623073,0.122546178,0.0000276,1.408210273,0.013596062,0.002916798,8.42E-08,0.076643231,0.000225084,0.009654852,0.0000289,-2.366666667,0.297029703,-1.226781857,0.153967881,0.877192982,4.266103483,5.143296466,-3.388910501,3.742196038,0.205619246,-3.434616801,0.007097372,-1.78036292,0.003678983,0.021535965,4.383317169,4.404853134,-4.361781205,0.094398965,0.004913166,1.929166667,1.444561773,0.897840478,-3.20480178,-4.102817658,-2.581993844,-4.297975087,-10.49769479,-16.29007092,-2.568593988,-8.399036892,-4.640294692,-10.45166896
182,K_Pb_Br_Br_Br_POSCAR,1.6367,2.2,1.8,1.15,1.52,1.1225,0.8825,4.34066373,7.4166799,11.81381,0.50145913,0.3567212,3.3635883,0.82,2.33,2.96,19,82,35,39.0983,207.2,79.904,-0.295334,-0.141831,0.153503,2.952495985,1.32E-08,4.47E-09,0.213378783,6.89E-11,0.266609055,1.07E-10,1.018415307,1.57E-09,0.035920037,1.95E-12,3.23E-10,4.03E-10,1.54E-09,5.43E-11,-0.63,0.787162162,-0.314214464,0.392599582,2.075723831,3.354107649,5.429831479,-1.278383818,6.962201177,0.61886023,-3.0068671,0.106053764,-1.499684339,0.052894645,0.317791715,3.811431501,4.129223216,-3.493639786,1.211241353,0.083378572,2.005,1.271954674,0.847421757,-18.14304901,-19.22587743,-23.39836494,-20.27219022,-22.95819228,-26.96319174,-21.85336879,-21.63208455,-20.29148342,-23.63649689
183,Cs_Cd_Br_Br_Cl_POSCAR,0.9615,2.6,1.55,1.1,1.81,1.09,0.848333333,3.893905727,8.99382,12.19841767,0.47163025,-0.72,3.44663396,0.79,1.69,3.026666667,55,48,29,132.9054519,112.411,65.087,-0.295334,-0.204228,0.091106,2.764336132,0.00445491,0.001611566,0.484665106,0.002171944,0.202151127,0.0000017,1.509220722,0.006447561,0.075638292,0.000000494,0.00448133,0.00000841,0.004272113,0.00000653,-1.336666667,0.558370044,-0.689595873,0.288067091,1.550458716,3.567779963,5.118238678,-2.017321247,5.531695538,0.434572404,-4.16663396,-0.208899468,-2.149596196,-0.107772726,-0.660550459,4.062829817,3.402279358,-4.723380276,-2.683704099,-0.162583837,1.938333333,1.284872299,0.969910282,-5.41374842,-6.430548902,-6.13213266,-5.044053359,-13.28488231,-14.52073032,-5.407835402,-11.68608908,-5.455646726,-11.93910361
184,Rb_Sn_F_Cl_Br_POSCAR,0,2.35,1.45,0.883333333,1.66,0.83,0.789166667,4.1771281,7.343918,14.06808767,0.48591621,1.1120702,3.459167801,0.82,1.96,3.366666667,37,50,20.33333333,85.4678,118.71,44.7851344,-0.295334,-0.14445,0.150884,2.398077338,0.022654239,0.009446834,0.601046535,0.053161113,0.24575565,0.00023144,0.982128724,0.004679194,0.134798709,0.000111036,0.088447582,0.000941749,0.004764339,0.000823721,-1.406666667,0.582178218,-0.86875965,0.359554226,2.361445783,4.266103483,6.627549266,-1.9046577,10.07417208,0.55353692,-2.347097601,0.321484896,-1.449571344,0.198549601,1.339843614,4.383317169,5.723160784,-3.043473555,5.87295952,0.305668872,1.619166667,1.051742344,1.069737883,-3.787408292,-4.66207562,-2.934428109,-5.364629406,-8.371189897,-9.105656085,-2.425345196,-6.967771773,-5.346596471,-7.101678678
185,K_Ge_I_I_Cl_POSCAR,0.2984,2.2,1.25,1.266666667,1.52,0.77,1.108888889,4.34066373,7.899435,11.290051,0.50145913,1.232676413,3.243610013,0.82,2.01,2.826666667,19,32,41,39.0983,72.64,96.42064667,-0.267904,-0.149882,0.118022,2.829006468,0.024963022,0.008823954,0.294476841,0.01078777,0.252678389,0.0000366,0.718524553,0.018997623,0.13500228,0.0000082,0.036633679,0.000144869,0.026439768,0.0000608,-0.816666667,0.711084906,-0.434654051,0.378460328,2.61038961,2.549098196,5.159487807,0.061291414,6.654139448,1.024044352,-2.0109336,0.380032251,-1.070278084,0.202264356,1.600878458,2.92509921,4.525977668,-1.324220751,4.682728314,0.547290312,1.878888889,0.694388777,0.989513499,-3.690359669,-4.73028521,-4.529342194,-3.963441413,-10.21546232,-11.7113764,-3.30678727,-8.839680672,-3.632886039,-9.707920769
186,Rb_Ge_F_F_F_POSCAR,1.536,2.35,1.25,0.5,1.66,0.77,0.705,4.1771281,7.899435,17.42282,0.48591621,1.232676413,3.401189824,0.82,2.01,3.98,37,32,9,85.4678,72.64,18.9984032,-0.415606,-0.149882,0.265724,2.172983085,4.3E-16,1.98E-16,0.906587821,7.49E-17,0.232410979,4.92E-18,0.99794307,9.07E-17,0.166786874,2.53E-18,8.26E-17,2.12E-17,9.09E-17,1.52E-17,-1.97,0.505025126,-1.33559322,0.342389916,2.61038961,5.645390071,8.255779681,-3.035000461,14.73666759,0.462393135,-2.168513411,0.362425056,-1.470178584,0.245711902,1.600878458,4.824382729,6.425261188,-3.223504271,7.723250386,0.331830733,1.475,1.092198582,1.13393906,-35.38274647,-36.15826464,-37.13037778,-36.93897432,-39.85322314,-40.51831237,-37.03252199,-38.39253049,-36.93677167,-38.72523625
